선박번호,선박명,선박식별번호(IMO),호출부호,선박길이_상,선박길이_하,선박길이_좌,선박길이_우,수신시각,속도,선수방위,헤딩
412217642,,0,0,5,6,2,2,2024-09-26,15,1728,511
453555777,,0,0,25,25,3,4,2024-09-25,0,417,511
413513650,WANGYANGTUO918,0,0,20,5,21,7,2024-09-24,102,3045,511
626424000,TEATRALNY BRIDGE,9292058,TRBL7,152,31,13,19,2024-09-24,0,3460,511
63550072,,0,0,0,0,0,0,2024-09-24,17,3090,511
600924646,LULONGYU64212,0,0,16,10,4,2,2024-09-24,0,2960,511
412338706,,0,0,5,5,2,2,2024-09-23,1,21,511
626370000,,0,TRBE9,208,42,23,23,2024-09-23,80,2790,511
412338704,,0,0,5,5,2,2,2024-09-23,0,0,511
413866341,,0,0,0,0,0,0,2024-09-23,313,914,95
440177410,SANG YUN HAE SANG1HO,0,700,0,0,0,0,2024-09-22,0,0,126
412338705,,0,0,5,5,2,2,2024-09-21,0,0,511
412348239,,0,0,8,7,2,2,2024-09-20,5,1762,511
413876351,LUJIAOYU60286,0,0,20,10,3,3,2024-09-20,87,3176,511
440058620,SUNG SIM,0,0,0,0,0,0,2024-09-19,242,3577,511
413876357,,0,0,10,57,5,6,2024-09-19,1,1971,511
412210716,,0,0,10,10,3,3,2024-09-18,0,0,511
412211786,,0,0,0,0,0,0,2024-09-18,3,842,511
563219400,LIGNUM NEXUS,9973078,9V8520,154,29,11,21,2024-09-17,90,2230,511
15060005,,0,0,0,0,0,0,2024-09-16,6,460,511
191022056,,0,0,0,0,0,0,2024-09-15,0,450,511
352003441,BALBOA,9952490,3E5108,198,31,20,12,2024-09-13,119,632,59
636023631,JADE PROSPERITY,9656096,5LOQ8,171,29,9,24,2024-09-13,131,2542,252
412229925,,0,0,7,6,2,2,2024-09-13,10,502,511
431022429,,0,0,0,0,0,0,2024-09-11,86,1801,511
61518704,,0,0,15,15,3,3,2024-09-11,13,90,511
636023145,MSC MAGNUM VII,9252541,5LME7,228,72,20,20,2024-09-11,115,1100,110
412364672,,0,0,0,0,0,0,2024-09-11,514,3489,511
415312212,HONGYUN64537,0,0,16,9,2,3,2024-09-10,81,1403,511
413341580,,0,1234567,16,10,4,2,2024-09-10,85,3272,327
412323779,,0,0,10,9,3,3,2024-09-10,90,3359,511
413827225,,0,0,0,0,0,0,2024-09-10,51,791,511
626375000,NS ASIA,9413561,TRBF6,207,43,16,28,2024-09-09,110,2040,511
626412000,SCF IRTYSH,9397535,TRBK3,146,37,6,26,2024-09-09,0,3039,105
419001853,JAG PARTH,9418638,VTWI,149,34,13,19,2024-09-09,135,2300,228
415230819,LUHAIYUYANG60863,0,0,18,6,3,3,2024-09-09,0,0,0
636023706,YANGZE 33,9617624,5LPA2,160,30,24,8,2024-09-08,100,2120,511
412281891,,0,0,16,15,4,3,2024-09-08,92,2817,511
440019890,,0,668,0,0,0,0,2024-09-07,25,3551,0
810304014,,0,BO12345,0,0,0,0,2024-09-06,6,230,511
626410000,SCF BALTICA,9305568,TRBJ9,208,42,25,19,2024-09-06,110,370,511
518999019,,0,E5U5000,189,38,21,16,2024-09-05,108,1798,181
563112900,,0,0,0,0,0,0,2024-09-04,34,1759,78
626403000,OLYMPIYSKY PROSPECT,9511387,TRBJ2,209,41,26,18,2024-09-04,127,381,41
412410265,,0,0,0,0,0,0,2024-09-04,613,2825,511
405000413,FATEMA JAHAN I,9749738,S2CN2,169,30,24,12,2024-09-02,110,2120,511
413863375,,0,0,4,41,3,6,2024-09-02,40,2654,511
440401040,,0,501,8,7,2,2,2024-08-31,83,3106,310
200220363,DINGYULUZHU6020,0,0,10,10,3,3,2024-08-31,30,1980,511
636023414,CENTURION GORYO,9965540,5LNP6,155,28,21,11,2024-08-30,125,1672,169
413391140,,0,0,34,20,5,5,2024-08-30,0,20,511
412326583,,0,0,6,5,2,1,2024-08-30,3,0,511
412230006,,0,0,7,6,2,2,2024-08-30,10,4026,191
413880511,CHUANG YE 566,0,0,10,48,5,5,2024-08-29,36,2496,511
413880719,,0,0,10,57,5,6,2024-08-29,40,2616,511
413528870,,0,0,45,10,11,11,2024-08-29,48,1335,511
412353473,,0,5655,36,13,3,3,2024-08-28,0,2768,511
412231382,,0,0,3,4,1,2,2024-08-26,35,1862,511
413876149,,0,0,8,55,6,7,2024-08-26,0,0,0
440183340,,0,0,8,7,2,2,2024-08-24,0,1481,148
413341280,TONGYANG667,0,0,20,8,2,3,2024-08-24,0,2025,202
413880041,,0,0,5,45,5,6,2024-08-23,0,2809,511
440090004,WANGBIAO44009 489,0,0,0,0,0,0,2024-08-22,3,2811,281
622121432,,0,6BJY,198,31,21,11,2024-08-22,110,2150,511
412229829,,0,0,7,6,2,2,2024-08-19,41,4052,255
352003377,FAITHFUL STAR,9228320,3E7530,147,27,9,18,2024-08-19,124,669,62
431023426,,0,0,7,7,2,2,2024-08-18,111,3172,511
910239703,,0,0,0,0,0,0,2024-08-12,10,280,511
413877208,,0,0,7,60,6,5,2024-08-12,57,3179,511
413549750,,0,0,30,18,6,6,2024-08-09,97,3588,511
440101090,YU SEONG,0,256YS,9,5,2,1,2024-08-09,116,3280,511
200931931,,0,88996,0,0,0,0,2024-08-09,34,2162,511
477940100,NORTHERN VENTURE,9978779,VRVY2,169,31,21,11,2024-08-08,122,2237,224
412334209,,0,0,3,3,2,1,2024-08-07,0,3222,511
223524338,,0,0,0,0,0,0,2024-08-05,0,3979,191
413880181,,0,0,10,43,6,5,2024-08-04,28,1901,511
223523221,,0,0,0,0,0,0,2024-08-04,7,3581,511
10627817,,0,0,0,0,0,0,2024-08-03,91,1590,511
413542330,XINYUANMINGHE,0,0,11,3,2,1,2024-08-01,112,3444,511
44130010,SUQIYU04413*010_8.3V,0,0,3,5,1,2,2024-08-01,6,2992,0
10485933,,0,0,0,0,0,0,2024-08-01,74,60,0
412524994,,0,0,0,0,0,0,2024-07-28,0,0,511
563191500,PROTEUS INGRID,9923463,9V8634,208,42,15,29,2024-07-27,51,2215,204
440432440,,0,0,0,0,0,0,2024-07-27,0,2675,511
440056030,HANJIN,0,0,0,0,0,0,2024-07-25,0,0,511
599000,P34,9020601,H123,0,0,0,0,2024-07-23,62,25,511
223513970,,0,0,0,0,0,0,2024-07-22,39,144,511
457491000,,0,JVDJ8,52,24,6,6,2024-07-22,61,2242,511
626430000,VERNADSKY PROSPECT,9843560,TRBM5,207,48,20,24,2024-07-22,130,380,511
636023373,ARYA,9667435,5LNJ9,171,29,10,22,2024-07-21,90,2270,511
413010142,,0,0,0,0,0,0,2024-07-21,0,0,12
636023677,TB ANPING,9237084,5LOW5,147,50,18,12,2024-07-17,133,2111,212
223524365,,0,0,0,0,0,0,2024-07-15,74,3973,191
413515790,PENG TENG  818,0,0,23,25,5,5,2024-07-15,113,2867,511
626363000,KOROLEV PROSPECT,9826902,TRBE2,207,48,20,24,2024-07-15,90,460,511
563213800,,0,0,0,0,0,0,2024-07-14,186,1978,200
413880367,,0,0,6,49,6,5,2024-07-14,0,3107,511
10671453,,0,0,0,0,0,0,2024-07-08,19,10,511
412954905,,0,0,0,0,0,0,2024-07-08,86,2219,511
412338707,,0,0,5,5,2,2,2024-07-08,0,0,511
352003464,YONG SHENG YOU 36,9915428,3E5126,108,17,15,2,2024-07-04,0,3918,2
352002990,,0,3E4738,202,27,21,11,2024-07-04,130,1440,511
413880751,GANGSHENG1306,0,0,0,0,0,0,2024-07-04,92,996,511
412229847,QINGDIAO151,0,0,0,0,0,0,2024-06-30,1,3238,511
10665817,,0,0,0,0,0,0,2024-06-30,53,2290,511
413846634,,0,0,0,0,0,0,2024-06-29,35,1440,511
412232618,,0,2618,30,10,4,3,2024-06-28,11,654,511
413572170,,0,0,61,30,8,10,2024-06-27,4,1588,272
412353559,SUBINYU12899,0,0,0,0,0,0,2024-06-27,12,2337,511
413216480,ZHONG HAI YOU 9,0,0,35,19,6,4,2024-06-26,68,2199,219
223524231,,0,0,0,0,0,0,2024-06-26,6,1800,0
412211079,,0,0,6,6,1,2,2024-06-26,0,868,511
412229757,,0,47,0,0,0,0,2024-06-25,5,2978,297
412229986,QINGDIAO312,0,0,0,0,0,0,2024-06-25,92,279,511
413870831,,0,0,12,20,6,5,2024-06-24,46,2565,511
412217625,,0,0,3,4,1,2,2024-06-24,0,1808,511
412211053,,0,5889,6,7,2,2,2024-06-24,0,1933,511
223524271,,0,0,0,0,0,0,2024-06-23,80,1231,511
412208278,,0,0,0,0,0,0,2024-06-23,3,1008,511
677010200,SHUNWANG,858910500,5IM202,50,40,7,7,2024-06-21,0,5110,511
413569320,RUN QING PING AN,9997892,BPNN9,178,10,7,28,2024-06-21,140,2140,511
440301690,,0,237,0,0,0,0,2024-06-20,78,534,511
413879938,,0,0,10,57,5,6,2024-06-19,0,3,511
413536090,,0,0,20,23,5,4,2024-06-17,94,2825,511
413875125,CHINACOASTGUARD13052,0,0,0,0,0,0,2024-06-16,0,1477,511
273259710,,0,0,0,0,0,0,2024-06-16,80,2270,511
415970930,,0,93,6,6,3,3,2024-06-13,14,1934,511
440082580,YOU SEONG,0,D,0,0,0,0,2024-06-11,96,2705,511
413875182,,0,0,7,8,2,3,2024-06-09,79,2833,511
413875154,,0,0,7,8,2,3,2024-06-08,459,1248,511
413874946,,0,0,7,60,4,7,2024-06-08,47,2979,511
701000982,SUNRISE888,1047213,LW4806,35,40,5,6,2024-06-05,70,1920,511
563214300,TORM DANICA,9702194,9V9394,148,35,24,8,2024-06-04,120,730,511
413874616,YUAN XIANG 88,0,0,0,0,0,0,2024-06-03,698,1131,511
412210822,,0,0,16,16,3,3,2024-06-03,0,2611,511
413385460,,0,0@TAISB,7,7,2,2,2024-06-02,141,2913,0
413876093,,0,0,13,55,6,7,2024-05-28,55,2545,511
413861348,,0,0,0,0,0,0,2024-05-26,519,2116,511
352003460,BOW LYNX,9989194,3E5123,128,28,16,9,2024-05-24,132,2132,212
798200613,,0,0,0,0,0,0,2024-05-23,2,342,511
600922979,SHUNHAI189,0,0,8,8,2,2,2024-05-23,0,0,0
416626626,WAN CHIANG,0,QWER,32,33,9,6,2024-05-22,0,0,336
677010100,GREAT WALL 19,1044285,5IM 201,73,11,17,3,2024-05-22,80,1090,511
477211100,MAERSK BAYETE,9355355,VRKZ9,170,53,18,14,2024-05-22,110,310,511
273612390,SVETOGOR,9903229,UBCZ4,3,35,3,5,2024-05-22,0,0,511
256780000,PRESIDENT GRANT,9938339,9HA5971,196,59,15,25,2024-05-22,0,534,79
667002136,IRIGA,0,DUF2208,10,15,3,6,2024-05-20,2,1012,167
518998824,EASTERN PEARL,9285859,E5U4804,210,40,18,26,2024-05-20,100,1950,194
413880408,,0,0,17,40,3,7,2024-05-20,40,3600,511
352003411,JIANG XIA HONG,1045045,3E7556,105,20,15,4,2024-05-20,0,1590,162
538010949,EVONA,9552355,V7A6355,174,23,21,11,2024-05-20,104,2038,205
636021493,BESIKTAS DARDANELLES,9292199,5LEF2,229,45,23,27,2024-05-19,109,2151,216
431022701,UMINCHU,0,0,0,0,0,0,2024-05-15,6,1967,511
255805582,OCCITAN KEY,9302475,CQTB,136,30,12,15,2024-05-13,5,1530,253
413567540,,0,0,0,0,0,0,2024-05-13,158,2953,293
477922600,DHT AMAZON,9528794,VRVV5,276,57,26,34,2024-05-11,126,2387,238
796023048,YU JI YANG FU 003,0,0,0,0,0,0,2024-05-10,1,0,511
796023114,YU JI YANG FU 002,0,0,0,0,0,0,2024-05-10,1,864,511
223500008,,0,0,0,0,0,0,2024-05-10,1,0,511
431022647,DAITOUMARU,0,0,0,0,0,0,2024-05-09,123,1193,511
413880853,ZHETONGXIANGCAO00606,0,0,10,40,5,5,2024-05-09,53,2869,511
413880361,YUZHOUXINGLONG6999,0,0,10,44,5,5,2024-05-08,40,3028,511
414829573,PA1,903555100,3FAE5,77,19,3,15,2024-05-03,86,557,511
508036124,SUQIYU03612-4,0,0,3,5,1,2,2024-05-03,0,0,0
413880038,LUJININGHUO8626,0,0,5,45,6,5,2024-05-01,39,3600,511
413050802,,0,0,0,0,0,0,2024-04-30,98,2875,511
63110011,ZHE DAI YU 06311-11,0,0,0,0,0,0,2024-04-29,4,2930,511
223540361,,0,0,0,0,0,0,2024-04-28,0,0,511
563220200,MAERSK EL PALOMAR,9964481,9V9370,113,222,38,13,2024-04-27,180,2220,511
412367244,SUDONGTAIYU15858,0,0,0,0,0,0,2024-04-27,60,2757,511
563052400,MAERSK MONTE LASCAR,9348077,9V8405,213,59,16,24,2024-04-25,212,1822,181
666666261,XIANGYUGONG261,0,0,0,0,0,0,2024-04-24,1,3492,349
223527157,,0,0,0,0,0,0,2024-04-24,0,0,511
565255511,SUGANYUYUN05168,0,0,20,15,3,3,2024-04-24,127,895,511
431020339,NO 5 FUKUSINMARU,0,0,0,0,0,0,2024-04-22,23,2108,511
441721931,XYY21931 44 8 0V,0,0,0,0,0,0,2024-04-20,73,1414,0
636022072,UZE,9323338,5LHB3,171,24,23,9,2024-04-19,1,3062,67
223540366,,0,0,0,0,0,0,2024-04-19,30,629,511
921890010,,0,0,0,0,0,0,2024-04-18,11,1980,511
325768943,SHUNFENG88,0,0,130,30,8,8,2024-04-18,96,3453,345
440146850,BENISEU,0,0,0,0,0,0,2024-04-16,196,431,0
413228888,,0,0,200,100,35,35,2024-04-16,30,2795,279
780347920,SUQIYU03479-20_7.7V,0,0,3,5,1,2,2024-04-15,0,0,0
571220000,,0,0,0,0,0,0,2024-04-15,0,2271,511
413571290,HANG SHUN 169,0,0,42,8,8,4,2024-04-14,100,2070,511
413875823,,0,0,0,0,0,0,2024-04-13,260,479,511
413299370,FENGDIANYUNWEI7,0,0,0,0,0,0,2024-04-11,1,109,10
440469577,ZHEDAIYU04695 6A 96,0,0,0,0,0,0,2024-04-09,0,2640,264
369096000,MAERSK SARATOGA,9289207,KSFF,179,16,16,16,2024-04-09,0,650,511
538010463,STI MAGNETIC,9829485,V7A6077,148,35,10,22,2024-04-09,100,2250,511
413573760,YUE HANG 307,0,0,8,72,8,10,2024-04-09,69,1581,0
626381000,NS CLIPPER,9341081,TRBG4,202,42,21,21,2024-04-08,120,2100,511
626389000,NS CORONA,9341079,TRBH4,205,38,28,14,2024-04-08,130,2020,511
150200330,,0,0,0,0,0,0,2024-04-07,1,1425,511
440176280,HAN SUNG HO,0,342,0,0,0,0,2024-04-07,5,1092,0
440136905,SUQIYU01369 B5 99,0,0,0,0,0,0,2024-04-06,1,2360,236
440136906,SUQIYU01369 B6 99,0,0,0,0,0,0,2024-04-06,0,0,0
440342888,SUQIYU03428 88 99,0,0,0,0,0,0,2024-04-06,0,2420,242
440810002,ZHEDAIYU04408 02 99,0,0,0,0,0,0,2024-04-06,0,2090,209
440810001,ZHEDAIYU04408 01 99,0,0,0,0,0,0,2024-04-05,0,1770,177
72280009,ZHEDAIYU07228-09,0,0,3,5,1,2,2024-04-04,0,0,0
626393000,NS LION,9339313,TRBH8,208,41,15,29,2024-04-04,0,2400,511
72280014,ZHEDAIYU07228-14,0,0,0,0,0,0,2024-04-04,8,1050,511
442667780,TEST77,0,0,0,0,0,0,2024-04-03,160,30,511
626372000,NS ANTARCTIC,9413559,TRBF3,207,43,15,29,2024-04-03,1,606,151
778801366,ZHEXIANGYU01366,0,0,0,0,0,0,2024-04-02,65,3402,511
538010798,BEKS EAGLE,9336024,V7A7444,251,38,17,28,2024-04-02,1,570,263
440215875,SUGANYU02158 75 84,0,0,0,0,0,0,2024-04-01,49,3030,303
667001277,MN KOSTAS,9103489,9LU2080,88,18,11,4,2024-04-01,80,1830,511
440400360,JEONG SEON HO,0,0,0,0,0,0,2024-03-31,22,1257,0
477895700,GERDA MAERSK,9359052,VRVO2,265,102,21,21,2024-03-31,150,2230,511
440092690,UNAVAILABLE,0,0,0,0,0,0,2024-03-31,12,1218,0
440509110,UNAVAILABLE,0,621,0,0,0,0,2024-03-31,1,1,0
215736000,M/T MADEIRO,9418913,9HSM9,124,26,9,15,2024-03-30,110,2220,511
42710040,,0,0,0,0,0,0,2024-03-27,8,10,511
563220500,NORTH WIND,9953535,9V8648,231,62,24,22,2024-03-27,140,2070,511
210495000,IWS WINDWALKER,9958638,5BBL6,36,55,11,9,2024-03-26,20,2900,511
796017083,YUGANYANGFU011,0,0,0,0,0,0,2024-03-25,2,0,511
796023060,YU JI YANG FU 005,0,0,0,0,0,0,2024-03-25,0,2270,511
413867009,HU HAI 16,0,0,0,0,0,0,2024-03-25,1,0,1
63110012,ZHE DAI YU 06311-12,0,0,0,0,0,0,2024-03-25,4,1450,511
563219300,MAERSK KEELUNG,9966128,9V8604,173,13,26,10,2024-03-25,150,2240,511
900268571,MINLIANYU68571,0,0,0,0,0,0,2024-03-25,98,2224,511
636023314,MSC YUXIN,9966946,5LNC4,131,41,20,8,2024-03-25,180,2090,511
412229922,QING DIAO 236,0,0,0,0,0,0,2024-03-24,11,2137,511
668116236,DHARMA,9454149,S9U7,72,16,7,6,2024-03-24,54,1941,213
412230042,QINGDIAOXIE021,0,0,0,0,0,0,2024-03-24,71,3507,511
412221251,LIAODANYU21875,0,0,0,0,0,0,2024-03-23,0,0,511
414926000,XIANG YU 092,9978597,BPMA9,177,22,23,9,2024-03-22,138,3427,340
413331890,ZHONGXIN HAIYOU HAO,0,0,0,0,0,0,2024-03-22,1,0,0
412472689,MINFUDINGYU09735,0,0,0,0,0,0,2024-03-22,90,2657,264
412211656,DANYUBU4097,0,0,0,0,0,0,2024-03-22,0,0,511
255804760,BG BLUE,9964625,CQSH,158,12,3,25,2024-03-22,137,2130,212
900004396,SUQIYU04396,0,1666,20,25,3,3,2024-03-22,0,0,0
412231338,LUQINGXINYUYANG62088,0,0,0,0,0,0,2024-03-21,1,1210,511
108005346,YUWANGPAI-1,0,0,0,0,0,0,2024-03-21,9,2795,511
440229852,SUQIYU02298 52 99,0,0,0,0,0,0,2024-03-20,0,2860,286
563219700,MAERSK SEQUOIA,9943097,9V7297,180,20,10,26,2024-03-20,160,673,64
415653206,2ADMJG,0,0,0,0,0,0,2024-03-20,101,605,511
312994000,JB7,9036612,V3QQ2,28,27,6,3,2024-03-20,0,1050,75
223540390,,0,0,0,0,0,0,2024-03-20,0,0,511
412229773,QINGDIAO065,0,0,0,0,0,0,2024-03-20,38,2592,511
412229767,QINGDIAO060,0,0,0,0,0,0,2024-03-20,59,3402,511
998545018,ZHEXIANGYU01315,0,0,0,0,0,0,2024-03-19,63,1921,511
796017056,,0,0,0,0,0,0,2024-03-19,0,0,511
412230933,LUQINGXINYU62257,0,0,0,0,0,0,2024-03-18,1,1243,511
563203100,M.T  SANMAR SANGEET,9279757,9V9086,207,33,27,15,2024-03-18,125,2223,221
636023576,MINERAL FRANCE,9950272,5LOJ5,258,42,29,21,2024-03-18,0,2225,40
538010359,JESSIE GLORY,9952983,V7A5938,147,36,10,22,2024-03-18,120,1420,511
33613063,,0,0,0,0,0,0,2024-03-17,73,2940,511
26635519,,0,0,0,0,0,0,2024-03-17,62,3220,511
60635505,,0,0,96,96,30,30,2024-03-17,73,3290,511
60635501,,0,0,96,96,30,30,2024-03-17,108,2960,511
60635502,,0,0,96,96,30,30,2024-03-17,62,3490,511
63550802,,0,0,0,0,0,0,2024-03-17,75,2940,511
538010957,BIRGIT,9965655,V7A6367,153,30,10,21,2024-03-17,100,2230,511
563219800,MAERSK FLORENCE,9969053,9V8566,194,61,26,14,2024-03-16,141,2115,211
412229969,QINGDIAO292,0,0,0,0,0,0,2024-03-16,176,3030,511
63110013,ZHE DAI YU 06311-13,0,0,0,0,0,0,2024-03-16,9,3140,511
440220642,SUGANYU02206 42 92,0,0,0,0,0,0,2024-03-15,4,1610,161
538010925,GOLDEN ERLING,9955571,V7A6326,195,32,14,22,2024-03-15,130,1630,511
796008017,YUGANYANGFU017,0,0,0,0,0,0,2024-03-15,1,0,511
796008059,YUGANYANGFU059,0,0,0,0,0,0,2024-03-15,1,422,511
796008026,YUGANYANGFU026,0,0,0,0,0,0,2024-03-15,1,0,511
796017074,,0,0,0,0,0,0,2024-03-15,0,0,511
563198400,,0,0,0,0,0,0,2024-03-15,0,1632,1
796017078,,0,0,0,0,0,0,2024-03-15,20,1345,511
796017088,,0,0,0,0,0,0,2024-03-15,0,0,511
796017072,,0,0,0,0,0,0,2024-03-15,0,0,511
626427000,TRANSSIB BRIDGE,9382798,TRBM2,151,32,18,14,2024-03-14,123,648,61
72280021,ZHEDAIYU07228-21,0,0,0,0,0,0,2024-03-14,4,970,511
796023046,YU JI YANG FU 001,0,0,0,0,0,0,2024-03-14,37,3457,511
810627762,,0,0,0,0,0,0,2024-03-14,8,90,511
796017073,,0,0,0,0,0,0,2024-03-14,29,3444,511
353737123,EVER LINE,9405509,0,80,15,8,8,2024-03-14,110,5110,511
796008068,YUGANYANGFU068,0,0,0,0,0,0,2024-03-14,5,0,511
412447507,MINLONGYU64986,0,0,0,0,0,0,2024-03-13,85,2328,511
440369488,SUQIYU03694   88,0,0,0,0,0,0,2024-03-13,6,60,0
796017090,,0,0,0,0,0,0,2024-03-13,37,156,511
626391000,NS LAGUNA,9339325,TRBH6,209,40,6,38,2024-03-12,120,2050,511
796008063,YUGANYANGFU063,0,0,0,0,0,0,2024-03-12,117,1352,511
796017069,,0,0,0,0,0,0,2024-03-12,7,1685,511
667002004,A.T.TAN TUGBOAT_III,7405302,9LU2807,15,5,2,2,2024-03-12,45,1983,311
636000021,,0,0,0,0,0,0,2024-03-12,0,0,511
796008008,YUGANYANGFU008,0,0,0,0,0,0,2024-03-12,2,0,511
796008018,YUGANYANGFU018,0,0,0,0,0,0,2024-03-11,2,0,511
677086000,NEPTUNE STAR 25,9136553,5IM960,125,35,13,13,2024-03-11,93,2028,199
796008066,YUGANYANGFU066,0,0,0,0,0,0,2024-03-10,1,0,511
796008011,YUGANYANGFU011,0,0,0,0,0,0,2024-03-09,0,0,511
812226020,NET20-ZDY12226,0,0,0,0,0,0,2024-03-09,9,3230,511
413875143,CHINACOASTGUARD13016,0,0,0,0,0,0,2024-03-09,150,166,0
256654000,SANTA VENERA,9977971,9HA5923,158,22,22,10,2024-03-09,120,1820,511
412229887,QINGDIAO197,0,0,0,0,0,0,2024-03-09,119,3095,511
412230021,QINGDIAO372,0,0,0,0,0,0,2024-03-09,50,3232,511
413571870,FAITH GLORY,1023700,3E5119,101,19,15,6,2024-03-08,110,1640,511
412229756,QINGDIAO046,0,0,0,0,0,0,2024-03-08,14,2525,511
412229736,,0,0,0,0,0,0,2024-03-08,233,3102,511
412230009,QINGDIAO352,0,0,0,0,0,0,2024-03-08,2,726,511
10674310,,0,0,0,0,0,0,2024-03-07,10,90,511
910222201,,0,0,0,0,0,0,2024-03-07,3,990,99
111222336,AAABBBCCC         5,0,0,0,0,0,0,2024-03-07,5,2824,511
562662888,ZHE CANG YU 62888,0,0,0,0,0,0,2024-03-07,6,3409,340
600931918,MINJINYU05618,0,0,0,0,0,0,2024-03-07,99,1334,511
667853188,DIAOYU66181,0,0,0,0,0,0,2024-03-06,67,2001,511
111222332,AAABBBCCC         6,0,0,1,1,1,1,2024-03-06,55,1176,511
108005348,YUWANGPAI-3,0,0,0,0,0,0,2024-03-06,12,77,511
796017085,,0,0,0,0,0,0,2024-03-05,2,0,511
412133353,,0,0,0,0,0,0,2024-03-05,4,0,511
256745000,CMA CGM IMAGINATION,9948231,9HA5955,197,75,28,15,2024-03-05,181,882,91
413875157,,0,0,0,0,0,0,2024-03-04,47,467,511
666009999,PINGAN168,0,0,0,0,0,0,2024-03-04,86,939,0
352001113,VIVA GLORY,9219446,3E3395,160,30,16,15,2024-03-02,120,2030,511
352003104,SEJAHTERA 2,8595972,3E5990,79,30,14,14,2024-03-02,1,93,150
796008019,YUGANYANGFU019,0,0,0,0,0,0,2024-03-02,3,3458,511
538010393,KIBO,9719331,V7A5985,154,28,11,19,2024-03-02,130,2180,511
636023470,EMERALD DAISHAN,9981295,5LNW4,196,33,24,12,2024-03-01,128,1533,157
412230934,LUQINGXINYU62258,0,0,0,0,0,0,2024-02-29,78,2890,511
412364804,SUDONGTAIYU15789,0,0,0,0,0,0,2024-02-29,84,2666,511
477922505,HZ1835,9989998,VRVRV,0,0,0,0,2024-02-28,0,1828,273
415378619,,0,0,0,0,0,0,2024-02-28,0,1378,511
412229715,,0,0,0,0,0,0,2024-02-28,227,1364,511
413541830,FAN DU LI REN,0,0,5,11,2,2,2024-02-27,25,413,511
412229785,QINGDIAO082,0,0,0,0,0,0,2024-02-27,1,0,511
636023704,HAIYANGGONGCHENG 21,9750763,5LOZ8,14,64,12,6,2024-02-23,100,1000,511
352003160,EVA LINDEN,9972646,3E6036,177,22,22,10,2024-02-23,122,842,86
636023235,SCIO SPIRIT,9502738,5LMR8,154,26,8,20,2024-02-22,100,2070,511
44130001,,0,0,0,0,0,0,2024-02-21,10,1105,0
412229995,,0,0,0,0,0,0,2024-02-21,2,3154,0
10622256,,0,0,0,0,0,0,2024-02-21,4,50,0
994160967,,0,0,0,0,0,0,2024-02-21,65,2650,511
412229488,,0,0,0,0,0,0,2024-02-21,3,3414,0
412229883,,0,0,4,3,2,1,2024-02-21,2,0,0
412230789,LUQINGXINYU62081,0,0,0,0,0,0,2024-02-21,2,2223,0
960436908,,0,0,0,0,0,0,2024-02-21,1,3060,306
412230698,LUQINGXINYU61209,0,0,0,0,0,0,2024-02-21,1,2147,0
910436922,,0,0,0,0,0,0,2024-02-21,1,50,0
994160966,,0,0,0,0,0,0,2024-02-21,4,1840,511
412467063,,0,0,0,0,0,0,2024-02-21,0,0,0
412230045,QINGDIAOXIE027,0,0,0,0,0,0,2024-02-21,1,2335,0
96131902,,0,0,0,0,0,0,2024-02-21,0,880,88
900031685,,0,0,0,0,0,0,2024-02-21,21,345,0
44130068,,0,0,0,0,0,0,2024-02-21,14,629,0
96215788,,0,0,0,0,0,0,2024-02-21,0,2310,231
660144210,,0,0,0,0,0,0,2024-02-21,9,80,0
412231132,,0,0,0,0,0,0,2024-02-21,0,1419,0
96150109,,0,0,0,0,0,0,2024-02-21,0,2050,205
412231867,,0,0,0,0,0,0,2024-02-21,1,25,0
412229854,,0,0,0,0,0,0,2024-02-21,5,1424,0
412347886,,0,0,0,0,0,0,2024-02-21,2,0,0
412229783,,0,0,0,0,0,0,2024-02-21,3,413,0
412229804,,0,0,0,0,0,0,2024-02-21,1,26,0
660144211,,0,0,0,0,0,0,2024-02-21,5,90,0
44780044,SUQIYU04478*044_7.8V,0,0,3,5,1,2,2024-02-21,5,3105,0
960436918,,0,0,0,0,0,0,2024-02-21,0,1800,180
131820010,,0,0,0,0,0,0,2024-02-21,0,0,0
100150115,,0,0,0,0,0,0,2024-02-21,8,1052,0
412229744,,0,0,0,0,0,0,2024-02-21,3,3162,0
878698787,,0,0,0,0,0,0,2024-02-20,7,3040,511
994160968,,0,0,0,0,0,0,2024-02-20,0,50,511
660144209,,0,0,0,0,0,0,2024-02-20,1,90,0
72280015,ZHEDAIYU07228-15,0,0,0,0,0,0,2024-02-20,10,410,511
900204230,,0,0,0,0,0,0,2024-02-20,75,1584,511
563218500,ALICE,9834375,9V9531,199,25,22,10,2024-02-19,100,2050,511
477103310,,0,0,0,0,0,0,2024-02-19,0,0,252
321786897,YOTGAN9696,0,0,0,0,0,0,2024-02-19,0,2879,511
223540396,,0,0,0,0,0,0,2024-02-18,6,152,511
229677000,JASMINA D.,9611292,9HA5557,148,32,9,21,2024-02-18,100,2310,511
662806117,ZXY28061-17,0,0,0,0,0,0,2024-02-18,84,2560,511
552135742,,0,0,0,0,0,0,2024-02-17,112,2392,241
511101305,CLEVER,9362384,T8A4617,78,20,8,8,2024-02-16,99,2172,235
26579092,,0,0,0,0,0,0,2024-02-15,13,2720,511
